to_email,subject,body,shop_name,website
info@hashimarket.com,Hashi Market Support & Sponsorship for a Columbia student-run event,"Subject: Hashi Market Support & Sponsorship for a Columbia University student-run Martial Arts Club Event

Dear Hashi Market Team,

I’m Richard Li, Vice President of Columbia University Wushu, New York City’s largest collegiate martial arts club. We host public practices, organize performances, and attend both regional and national Wushu competitions. Our work is shown on our website, columbiawushu.org, and our instagram page, @columbiawushu. The events our club hosts are organized by undergraduate students alone; students seeking to empower our university’s community, and enable the student body to engage with Asian culture. 

Last year, Columbia Wushu hosted our first annual showcase, which hosted 5+ other performing-arts clubs, boasted a Red Bull sponsorship, and garnered over 200+ student body attendees. This year, Columbia Wushu, along with Columbia Lion Dance, are starting the year off strong by organizing a workshop on 10/25 at 3:00 PM in Columbia Sundial meant to teach new and interested individuals the fundamentals of Wushu and Lion Dancing. In order to expand and incentivize engagement with the student body, we are kindly asking for your support in the form of <dynamic>refreshments, or a selection of promotional materials such as drinks, stickers, pins, and apparel.</dynamic>

<dynamic>We felt compelled to reach out to you not only because our members enjoy the offerings at Hashi Market, but also because we believe your mission and values closely align with our club’s.</dynamic> If this event aligns with Hashi Market’s mission, then it’s an amazing opportunity to connect with a strong undergraduate community in New York. Any level of help would meaningfully expand outreach to Asian culture on our campus. 

In return, we’ll deliver clear impact and visibility:

Recognition: Acknowledgment of your brand on event banners (within reserved venues), following Columbia branding policies.

Touchpoint: Direct communication with Columbia University’s largest martial arts club.

Shoutouts: Mentions across our social media and newsletters.

Special Opportunities: Invitations to attend our performances as guests of honor.

Any other mutually agreed promotional synergy.

If this aligns with Hashi Market's mission, I’d love to schedule a brief call. Thank you for considering a partnership that would directly reduce barriers and increase outreach. We believe this collaboration could deliver a meaningful impact, for both your organization and our student community.

Warm regards,
Richard Li

rjl2194@columbia.edu | Vice President, Columbia Wushu Club | IG: @columbiawushu
",Hashi Market,http://www.hashimarket.com/
info@princeteahouse.com,Prince Tea House Ktown | Dessert Spot at Fifth Ave Support & Sponsorship for a Columbia student-run event,"Subject: Prince Tea House Ktown | Dessert Spot at Fifth Ave Support & Sponsorship for a Columbia University student-run Martial Arts Club Event

Dear Prince Tea House Ktown | Dessert Spot at Fifth Ave General Inquiries Team,

I’m Richard Li, Vice President of Columbia University Wushu, New York City’s largest collegiate martial arts club. We host public practices, organize performances, and attend both regional and national Wushu competitions. Our work is shown on our website, columbiawushu.org, and our instagram page, @columbiawushu. The events our club hosts are organized by undergraduate students alone; students seeking to empower our university’s community, and enable the student body to engage with Asian culture. 

Last year, Columbia Wushu hosted our first annual showcase, which hosted 5+ other performing-arts clubs, boasted a Red Bull sponsorship, and garnered over 200+ student body attendees. This year, Columbia Wushu, along with Columbia Lion Dance, are starting the year off strong by organizing a workshop on 10/25 at 3:00 PM in Columbia Sundial meant to teach new and interested individuals the fundamentals of Wushu and Lion Dancing. In order to expand and incentivize engagement with the student body, we are kindly asking for your support in the form of <dynamic>our delightful teas and desserts, or perhaps some unique tea blends and accessories.</dynamic>

<dynamic>We felt compelled to reach out to you not only because our members enjoy the exquisite teas and delightful treats from Prince Tea House Ktown, but also because we believe your mission to provide an indulgent and sensory experience through exceptional harvests aligns perfectly with our club’s values.</dynamic> If this event aligns with Prince Tea House Ktown | Dessert Spot at Fifth Ave’s mission, then it’s an amazing opportunity to connect with a strong undergraduate community in New York. Any level of help would meaningfully expand outreach to Asian culture on our campus. 

In return, we’ll deliver clear impact and visibility:

Recognition: Acknowledgment of your brand on event banners (within reserved venues), following Columbia branding policies.

Touchpoint: Direct communication with Columbia University’s largest martial arts club.

Shoutouts: Mentions across our social media and newsletters.

Special Opportunities: Invitations to attend our performances as guests of honor.

Any other mutually agreed promotional synergy.

If this aligns with Prince Tea House Ktown | Dessert Spot at Fifth Ave's mission, I’d love to schedule a brief call. Thank you for considering a partnership that would directly reduce barriers and increase outreach. We believe this collaboration could deliver a meaningful impact, for both your organization and our student community.

Warm regards,
Richard Li

rjl2194@columbia.edu | Vice President, Columbia Wushu Club | IG: @columbiawushu
",Prince Tea House Ktown | Dessert Spot at Fifth Ave,https://www.princeteahouse.com/
hello@bygracestreet.com,Grace Street Coffee & Desserts Support & Sponsorship for a Columbia student-run event,"Subject: Grace Street Coffee & Desserts Support & Sponsorship for a Columbia University student-run Martial Arts Club Event

Dear Grace Street Coffee & Desserts Team,

I’m Richard Li, Vice President of Columbia University Wushu, New York City’s largest collegiate martial arts club. We host public practices, organize performances, and attend both regional and national Wushu competitions. Our work is shown on our website, columbiawushu.org, and our instagram page, @columbiawushu. The events our club hosts are organized by undergraduate students alone; students seeking to empower our university’s community, and enable the student body to engage with Asian culture. 

Last year, Columbia Wushu hosted our first annual showcase, which hosted 5+ other performing-arts clubs, boasted a Red Bull sponsorship, and garnered over 200+ student body attendees. This year, Columbia Wushu, along with Columbia Lion Dance, are starting the year off strong by organizing a workshop on 10/25 at 3:00 PM in Columbia Sundial meant to teach new and interested individuals the fundamentals of Wushu and Lion Dancing. In order to expand and incentivize engagement with the student body, we are kindly asking for your support in the form of <dynamic>refreshments, such as our delicious coffee, tea, and desserts, or promotional materials like stickers and pins, etc.</dynamic>

<dynamic><dynamic>We felt compelled to reach out to you not only because our members enjoy your delicious coffee and desserts, but also because we believe your local values and community spirit closely align with our club’s.</dynamic></dynamic> If this event aligns with Grace Street Coffee & Desserts’s mission, then it’s an amazing opportunity to connect with a strong undergraduate community in New York. Any level of help would meaningfully expand outreach to Asian culture on our campus. 

In return, we’ll deliver clear impact and visibility:

Recognition: Acknowledgment of your brand on event banners (within reserved venues), following Columbia branding policies.

Touchpoint: Direct communication with Columbia University’s largest martial arts club.

Shoutouts: Mentions across our social media and newsletters.

Special Opportunities: Invitations to attend our performances as guests of honor.

Any other mutually agreed promotional synergy.

If this aligns with Grace Street Coffee & Desserts's mission, I’d love to schedule a brief call. Thank you for considering a partnership that would directly reduce barriers and increase outreach. We believe this collaboration could deliver a meaningful impact, for both your organization and our student community.

Warm regards,
Richard Li

rjl2194@columbia.edu | Vice President, Columbia Wushu Club | IG: @columbiawushu
",Grace Street Coffee & Desserts,https://www.bygracestreet.com/
info@tesolife.com,TESO LIFE Support & Sponsorship for a Columbia student-run event,"Subject: TESO LIFE Support & Sponsorship for a Columbia University student-run Martial Arts Club Event

Dear TESO LIFE General Inquiries Team,

I’m Richard Li, Vice President of Columbia University Wushu, New York City’s largest collegiate martial arts club. We host public practices, organize performances, and attend both regional and national Wushu competitions. Our work is shown on our website, columbiawushu.org, and our instagram page, @columbiawushu. The events our club hosts are organized by undergraduate students alone; students seeking to empower our university’s community, and enable the student body to engage with Asian culture. 

Last year, Columbia Wushu hosted our first annual showcase, which hosted 5+ other performing-arts clubs, boasted a Red Bull sponsorship, and garnered over 200+ student body attendees. This year, Columbia Wushu, along with Columbia Lion Dance, are starting the year off strong by organizing a workshop on 10/25 at 3:00 PM in Columbia Sundial meant to teach new and interested individuals the fundamentals of Wushu and Lion Dancing. In order to expand and incentivize engagement with the student body, we are kindly asking for your support in the form of <dynamic>refreshments, such as specialty Asian snacks and beverages, or promotional materials including trendy beauty samples, stickers, or fashion toys.</dynamic>

<dynamic>We felt compelled to reach out to you not only because our members enjoy the diverse and high-quality Asian lifestyle products TESO LIFE offers, but also because we admire your commitment to an exquisite living philosophy and integrating Asian culture, which resonates deeply with our club’s values.</dynamic> If this event aligns with TESO LIFE’s mission, then it’s an amazing opportunity to connect with a strong undergraduate community in New York. Any level of help would meaningfully expand outreach to Asian culture on our campus. 

In return, we’ll deliver clear impact and visibility:

Recognition: Acknowledgment of your brand on event banners (within reserved venues), following Columbia branding policies.

Touchpoint: Direct communication with Columbia University’s largest martial arts club.

Shoutouts: Mentions across our social media and newsletters.

Special Opportunities: Invitations to attend our performances as guests of honor.

Any other mutually agreed promotional synergy.

If this aligns with TESO LIFE's mission, I’d love to schedule a brief call. Thank you for considering a partnership that would directly reduce barriers and increase outreach. We believe this collaboration could deliver a meaningful impact, for both your organization and our student community.

Warm regards,
Richard Li

rjl2194@columbia.edu | Vice President, Columbia Wushu Club | IG: @columbiawushu
",TESO LIFE,https://www.tesolife.com/
info@fiftylanusa.com.Managed,FIFTYLAN KOREATOWN Support & Sponsorship for a Columbia student-run event,"Subject: FIFTYLAN KOREATOWN Support & Sponsorship for a Columbia University student-run Martial Arts Club Event

Dear FIFTYLAN KOREATOWN General Inquiries,

I’m Richard Li, Vice President of Columbia University Wushu, New York City’s largest collegiate martial arts club. We host public practices, organize performances, and attend both regional and national Wushu competitions. Our work is shown on our website, columbiawushu.org, and our instagram page, @columbiawushu. The events our club hosts are organized by undergraduate students alone; students seeking to empower our university’s community, and enable the student body to engage with Asian culture. 

Last year, Columbia Wushu hosted our first annual showcase, which hosted 5+ other performing-arts clubs, boasted a Red Bull sponsorship, and garnered over 200+ student body attendees. This year, Columbia Wushu, along with Columbia Lion Dance, are starting the year off strong by organizing a workshop on 10/25 at 3:00 PM in Columbia Sundial meant to teach new and interested individuals the fundamentals of Wushu and Lion Dancing. In order to expand and incentivize engagement with the student body, we are kindly asking for your support in the form of <dynamic>refreshments, such as our delicious drinks, or promotional materials like stickers, pins, and branded apparel.</dynamic>

<dynamic>We were compelled to reach out because our members consistently enjoy the offerings from FIFTYLAN KOREATOWN, and we also believe your franchise’s values resonate strongly with our club’s.</dynamic> If this event aligns with FIFTYLAN KOREATOWN’s mission, then it’s an amazing opportunity to connect with a strong undergraduate community in New York. Any level of help would meaningfully expand outreach to Asian culture on our campus. 

In return, we’ll deliver clear impact and visibility:

Recognition: Acknowledgment of your brand on event banners (within reserved venues), following Columbia branding policies.

Touchpoint: Direct communication with Columbia University’s largest martial arts club.

Shoutouts: Mentions across our social media and newsletters.

Special Opportunities: Invitations to attend our performances as guests of honor.

Any other mutually agreed promotional synergy.

If this aligns with FIFTYLAN KOREATOWN's mission, I’d love to schedule a brief call. Thank you for considering a partnership that would directly reduce barriers and increase outreach. We believe this collaboration could deliver a meaningful impact, for both your organization and our student community.

Warm regards,
Richard Li

rjl2194@columbia.edu | Vice President, Columbia Wushu Club | IG: @columbiawushu
",FIFTYLAN KOREATOWN,https://fiftylanusa.com/
gram@hartbeauty.us,H ART Koreatown Support & Sponsorship for a Columbia student-run event,"Subject: H ART Koreatown Support & Sponsorship for a Columbia University student-run Martial Arts Club Event

Dear H ART Koreatown Team,

I’m Richard Li, Vice President of Columbia University Wushu, New York City’s largest collegiate martial arts club. We host public practices, organize performances, and attend both regional and national Wushu competitions. Our work is shown on our website, columbiawushu.org, and our instagram page, @columbiawushu. The events our club hosts are organized by undergraduate students alone; students seeking to empower our university’s community, and enable the student body to engage with Asian culture. 

Last year, Columbia Wushu hosted our first annual showcase, which hosted 5+ other performing-arts clubs, boasted a Red Bull sponsorship, and garnered over 200+ student body attendees. This year, Columbia Wushu, along with Columbia Lion Dance, are starting the year off strong by organizing a workshop on 10/25 at 3:00 PM in Columbia Sundial meant to teach new and interested individuals the fundamentals of Wushu and Lion Dancing. In order to expand and incentivize engagement with the student body, we are kindly asking for your support in the form of <dynamic>refreshments, or promotional materials; perhaps some K-beauty samples, fun stickers, or even scrunchies.</dynamic>

<dynamic>We felt compelled to reach out to you not only because our members enjoy the K-beauty products from H ART Koreatown, but also because we believe your mission to make beauty routines fun aligns closely with our club’s values.</dynamic> If this event aligns with H ART Koreatown’s mission, then it’s an amazing opportunity to connect with a strong undergraduate community in New York. Any level of help would meaningfully expand outreach to Asian culture on our campus. 

In return, we’ll deliver clear impact and visibility:

Recognition: Acknowledgment of your brand on event banners (within reserved venues), following Columbia branding policies.

Touchpoint: Direct communication with Columbia University’s largest martial arts club.

Shoutouts: Mentions across our social media and newsletters.

Special Opportunities: Invitations to attend our performances as guests of honor.

Any other mutually agreed promotional synergy.

If this aligns with H ART Koreatown's mission, I’d love to schedule a brief call. Thank you for considering a partnership that would directly reduce barriers and increase outreach. We believe this collaboration could deliver a meaningful impact, for both your organization and our student community.

Warm regards,
Richard Li

rjl2194@columbia.edu | Vice President, Columbia Wushu Club | IG: @columbiawushu
",H ART Koreatown,http://hartbeauty.com/
info@fushimimarket.com,Fushimi Market Support & Sponsorship for a Columbia student-run event,"Subject: Fushimi Market Support & Sponsorship for a Columbia University student-run Martial Arts Club Event

Dear Fushimi Market Support Team,

I’m Richard Li, Vice President of Columbia University Wushu, New York City’s largest collegiate martial arts club. We host public practices, organize performances, and attend both regional and national Wushu competitions. Our work is shown on our website, columbiawushu.org, and our instagram page, @columbiawushu. The events our club hosts are organized by undergraduate students alone; students seeking to empower our university’s community, and enable the student body to engage with Asian culture. 

Last year, Columbia Wushu hosted our first annual showcase, which hosted 5+ other performing-arts clubs, boasted a Red Bull sponsorship, and garnered over 200+ student body attendees. This year, Columbia Wushu, along with Columbia Lion Dance, are starting the year off strong by organizing a workshop on 10/25 at 3:00 PM in Columbia Sundial meant to teach new and interested individuals the fundamentals of Wushu and Lion Dancing. In order to expand and incentivize engagement with the student body, we are kindly asking for your support in the form of <dynamic>refreshments, or promotional materials, including beverages, stickers, and other unique offerings.</dynamic>

<dynamic>We felt compelled to reach out to you as our members truly appreciate the unique offerings at Fushimi Market, and we believe your local business's values closely align with our club’s mission.</dynamic> If this event aligns with Fushimi Market’s mission, then it’s an amazing opportunity to connect with a strong undergraduate community in New York. Any level of help would meaningfully expand outreach to Asian culture on our campus. 

In return, we’ll deliver clear impact and visibility:

Recognition: Acknowledgment of your brand on event banners (within reserved venues), following Columbia branding policies.

Touchpoint: Direct communication with Columbia University’s largest martial arts club.

Shoutouts: Mentions across our social media and newsletters.

Special Opportunities: Invitations to attend our performances as guests of honor.

Any other mutually agreed promotional synergy.

If this aligns with Fushimi Market's mission, I’d love to schedule a brief call. Thank you for considering a partnership that would directly reduce barriers and increase outreach. We believe this collaboration could deliver a meaningful impact, for both your organization and our student community.

Warm regards,
Richard Li

rjl2194@columbia.edu | Vice President, Columbia Wushu Club | IG: @columbiawushu
",Fushimi Market,https://fushimimarket.com/
items@BOGO.The,Besfren Beauty Support & Sponsorship for a Columbia student-run event,"Subject: Besfren Beauty Support & Sponsorship for a Columbia University student-run Martial Arts Club Event

Dear Besfren Beauty Support,

I’m Richard Li, Vice President of Columbia University Wushu, New York City’s largest collegiate martial arts club. We host public practices, organize performances, and attend both regional and national Wushu competitions. Our work is shown on our website, columbiawushu.org, and our instagram page, @columbiawushu. The events our club hosts are organized by undergraduate students alone; students seeking to empower our university’s community, and enable the student body to engage with Asian culture. 

Last year, Columbia Wushu hosted our first annual showcase, which hosted 5+ other performing-arts clubs, boasted a Red Bull sponsorship, and garnered over 200+ student body attendees. This year, Columbia Wushu, along with Columbia Lion Dance, are starting the year off strong by organizing a workshop on 10/25 at 3:00 PM in Columbia Sundial meant to teach new and interested individuals the fundamentals of Wushu and Lion Dancing. In order to expand and incentivize engagement with the student body, we are kindly asking for your support in the form of <dynamic>refreshments, or promotional materials; drinks, stickers, beauty samples, branded merchandise, etc.</dynamic>

<dynamic>We were drawn to Besfren Beauty not only because our members appreciate your skincare and beauty products, but also because your mission, inspired by the 'Moon Rabbit' and its symbols of hope and creation, resonates deeply with our club’s values.</dynamic> If this event aligns with Besfren Beauty’s mission, then it’s an amazing opportunity to connect with a strong undergraduate community in New York. Any level of help would meaningfully expand outreach to Asian culture on our campus. 

In return, we’ll deliver clear impact and visibility:

Recognition: Acknowledgment of your brand on event banners (within reserved venues), following Columbia branding policies.

Touchpoint: Direct communication with Columbia University’s largest martial arts club.

Shoutouts: Mentions across our social media and newsletters.

Special Opportunities: Invitations to attend our performances as guests of honor.

Any other mutually agreed promotional synergy.

If this aligns with Besfren Beauty's mission, I’d love to schedule a brief call. Thank you for considering a partnership that would directly reduce barriers and increase outreach. We believe this collaboration could deliver a meaningful impact, for both your organization and our student community.

Warm regards,
Richard Li

rjl2194@columbia.edu | Vice President, Columbia Wushu Club | IG: @columbiawushu
",Besfren Beauty,http://www.besfrenbeauty.com/
info@jinyunfuteashop.com,Jin Yun Fu Tea Shop Support & Sponsorship for a Columbia student-run event,"Subject: Jin Yun Fu Tea Shop Support & Sponsorship for a Columbia University student-run Martial Arts Club Event

Dear Jin Yun Fu Tea Shop Team,

I’m Richard Li, Vice President of Columbia University Wushu, New York City’s largest collegiate martial arts club. We host public practices, organize performances, and attend both regional and national Wushu competitions. Our work is shown on our website, columbiawushu.org, and our instagram page, @columbiawushu. The events our club hosts are organized by undergraduate students alone; students seeking to empower our university’s community, and enable the student body to engage with Asian culture. 

Last year, Columbia Wushu hosted our first annual showcase, which hosted 5+ other performing-arts clubs, boasted a Red Bull sponsorship, and garnered over 200+ student body attendees. This year, Columbia Wushu, along with Columbia Lion Dance, are starting the year off strong by organizing a workshop on 10/25 at 3:00 PM in Columbia Sundial meant to teach new and interested individuals the fundamentals of Wushu and Lion Dancing. In order to expand and incentivize engagement with the student body, we are kindly asking for your support in the form of <dynamic>our exquisite teas and other delightful beverages, or tea-themed promotional materials such as stickers and pins.</dynamic>

<dynamic>We felt compelled to reach out to you not only because our members enjoy your exceptional teas, but also because we believe Jin Yun Fu Tea Shop's mission to share traditional tea and dedication to quality aligns well with our club’s values.</dynamic> If this event aligns with Jin Yun Fu Tea Shop’s mission, then it’s an amazing opportunity to connect with a strong undergraduate community in New York. Any level of help would meaningfully expand outreach to Asian culture on our campus. 

In return, we’ll deliver clear impact and visibility:

Recognition: Acknowledgment of your brand on event banners (within reserved venues), following Columbia branding policies.

Touchpoint: Direct communication with Columbia University’s largest martial arts club.

Shoutouts: Mentions across our social media and newsletters.

Special Opportunities: Invitations to attend our performances as guests of honor.

Any other mutually agreed promotional synergy.

If this aligns with Jin Yun Fu Tea Shop's mission, I’d love to schedule a brief call. Thank you for considering a partnership that would directly reduce barriers and increase outreach. We believe this collaboration could deliver a meaningful impact, for both your organization and our student community.

Warm regards,
Richard Li

rjl2194@columbia.edu | Vice President, Columbia Wushu Club | IG: @columbiawushu
",Jin Yun Fu Tea Shop,https://jinyunfuteashop.com/
davidhorgan479@gmail.com,Natural Mi Ya－纯天然植物染发剂、护发素、牙粉 Support & Sponsorship for a Columbia student-run event,"Subject: Natural Mi Ya－纯天然植物染发剂、护发素、牙粉 Support & Sponsorship for a Columbia University student-run Martial Arts Club Event

Dear Natural Mi Ya－纯天然植物染发剂、护发素、牙粉 General Inquiries Team,

I’m Richard Li, Vice President of Columbia University Wushu, New York City’s largest collegiate martial arts club. We host public practices, organize performances, and attend both regional and national Wushu competitions. Our work is shown on our website, columbiawushu.org, and our instagram page, @columbiawushu. The events our club hosts are organized by undergraduate students alone; students seeking to empower our university’s community, and enable the student body to engage with Asian culture. 

Last year, Columbia Wushu hosted our first annual showcase, which hosted 5+ other performing-arts clubs, boasted a Red Bull sponsorship, and garnered over 200+ student body attendees. This year, Columbia Wushu, along with Columbia Lion Dance, are starting the year off strong by organizing a workshop on 10/25 at 3:00 PM in Columbia Sundial meant to teach new and interested individuals the fundamentals of Wushu and Lion Dancing. In order to expand and incentivize engagement with the student body, we are kindly asking for your support in the form of <dynamic>refreshments, or promotional materials; perhaps drinks, samples of their pure natural plant products, or branded items.</dynamic>

<dynamic>We felt compelled to reach out to you not only because our members enjoy your natural plant-based hair dyes, conditioners, and tooth powder, but also because we believe Natural Mi Ya's commitment to natural well-being aligns closely with our club’s values.</dynamic> If this event aligns with Natural Mi Ya－纯天然植物染发剂、护发素、牙粉’s mission, then it’s an amazing opportunity to connect with a strong undergraduate community in New York. Any level of help would meaningfully expand outreach to Asian culture on our campus. 

In return, we’ll deliver clear impact and visibility:

Recognition: Acknowledgment of your brand on event banners (within reserved venues), following Columbia branding policies.

Touchpoint: Direct communication with Columbia University’s largest martial arts club.

Shoutouts: Mentions across our social media and newsletters.

Special Opportunities: Invitations to attend our performances as guests of honor.

Any other mutually agreed promotional synergy.

If this aligns with Natural Mi Ya－纯天然植物染发剂、护发素、牙粉's mission, I’d love to schedule a brief call. Thank you for considering a partnership that would directly reduce barriers and increase outreach. We believe this collaboration could deliver a meaningful impact, for both your organization and our student community.

Warm regards,
Richard Li

rjl2194@columbia.edu | Vice President, Columbia Wushu Club | IG: @columbiawushu
",Natural Mi Ya－纯天然植物染发剂、护发素、牙粉,https://www.jinlisting.com/listing/%E5%A4%A9%E7%84%B6%E6%A4%8D%E7%89%A9%E8%90%83%E5%8F%96%E7%B2%BE%E5%8D%8E%EF%BC%88-natural-mi-ya888-216-3421
info@CrownAlleyNYC.com,Crown Alley Support & Sponsorship for a Columbia student-run event,"Subject: Crown Alley Support & Sponsorship for a Columbia University student-run Martial Arts Club Event

Dear Crown Alley General Inquiries,

I’m Richard Li, Vice President of Columbia University Wushu, New York City’s largest collegiate martial arts club. We host public practices, organize performances, and attend both regional and national Wushu competitions. Our work is shown on our website, columbiawushu.org, and our instagram page, @columbiawushu. The events our club hosts are organized by undergraduate students alone; students seeking to empower our university’s community, and enable the student body to engage with Asian culture. 

Last year, Columbia Wushu hosted our first annual showcase, which hosted 5+ other performing-arts clubs, boasted a Red Bull sponsorship, and garnered over 200+ student body attendees. This year, Columbia Wushu, along with Columbia Lion Dance, are starting the year off strong by organizing a workshop on 10/25 at 3:00 PM in Columbia Sundial meant to teach new and interested individuals the fundamentals of Wushu and Lion Dancing. In order to expand and incentivize engagement with the student body, we are kindly asking for your support in the form of <dynamic><dynamic>enjoy some of Crown Alley's renowned craft beers, wines, or cocktails, alongside other promotional items like stickers or pins.</dynamic></dynamic>

<dynamic>We felt compelled to reach out to you not only because our members enjoy Crown Alley's exceptional offerings, but also because we believe your establishment’s friendly, neighborhood-focused values closely align with our club’s.</dynamic> If this event aligns with Crown Alley’s mission, then it’s an amazing opportunity to connect with a strong undergraduate community in New York. Any level of help would meaningfully expand outreach to Asian culture on our campus. 

In return, we’ll deliver clear impact and visibility:

Recognition: Acknowledgment of your brand on event banners (within reserved venues), following Columbia branding policies.

Touchpoint: Direct communication with Columbia University’s largest martial arts club.

Shoutouts: Mentions across our social media and newsletters.

Special Opportunities: Invitations to attend our performances as guests of honor.

Any other mutually agreed promotional synergy.

If this aligns with Crown Alley's mission, I’d love to schedule a brief call. Thank you for considering a partnership that would directly reduce barriers and increase outreach. We believe this collaboration could deliver a meaningful impact, for both your organization and our student community.

Warm regards,
Richard Li

rjl2194@columbia.edu | Vice President, Columbia Wushu Club | IG: @columbiawushu
",Crown Alley,https://www.crownalleynyc.com/
info@forumcoffeeco.com,Forum Coffee Support & Sponsorship for a Columbia student-run event,"Subject: Forum Coffee Support & Sponsorship for a Columbia University student-run Martial Arts Club Event

Dear Forum Coffee General Inquiries Team,

I’m Richard Li, Vice President of Columbia University Wushu, New York City’s largest collegiate martial arts club. We host public practices, organize performances, and attend both regional and national Wushu competitions. Our work is shown on our website, columbiawushu.org, and our instagram page, @columbiawushu. The events our club hosts are organized by undergraduate students alone; students seeking to empower our university’s community, and enable the student body to engage with Asian culture. 

Last year, Columbia Wushu hosted our first annual showcase, which hosted 5+ other performing-arts clubs, boasted a Red Bull sponsorship, and garnered over 200+ student body attendees. This year, Columbia Wushu, along with Columbia Lion Dance, are starting the year off strong by organizing a workshop on 10/25 at 3:00 PM in Columbia Sundial meant to teach new and interested individuals the fundamentals of Wushu and Lion Dancing. In order to expand and incentivize engagement with the student body, we are kindly asking for your support in the form of <dynamic>refreshments, or promotional materials from Forum Coffee; delicious coffee and other beverages, stickers, pins, and branded apparel.</dynamic>

<dynamic>We felt compelled to reach out to you not only because our members enjoy Forum Coffee's products, but also because we admire your mission to bring a quality coffee experience back to New Jersey, which closely aligns with our club’s values.</dynamic> If this event aligns with Forum Coffee’s mission, then it’s an amazing opportunity to connect with a strong undergraduate community in New York. Any level of help would meaningfully expand outreach to Asian culture on our campus. 

In return, we’ll deliver clear impact and visibility:

Recognition: Acknowledgment of your brand on event banners (within reserved venues), following Columbia branding policies.

Touchpoint: Direct communication with Columbia University’s largest martial arts club.

Shoutouts: Mentions across our social media and newsletters.

Special Opportunities: Invitations to attend our performances as guests of honor.

Any other mutually agreed promotional synergy.

If this aligns with Forum Coffee's mission, I’d love to schedule a brief call. Thank you for considering a partnership that would directly reduce barriers and increase outreach. We believe this collaboration could deliver a meaningful impact, for both your organization and our student community.

Warm regards,
Richard Li

rjl2194@columbia.edu | Vice President, Columbia Wushu Club | IG: @columbiawushu
",Forum Coffee,https://www.forumcoffeeco.com/
innisfree@innisfree.com,Innisfree Support & Sponsorship for a Columbia student-run event,"Subject: Innisfree Support & Sponsorship for a Columbia University student-run Martial Arts Club Event

Dear Innisfree Skincare Team,

I’m Richard Li, Vice President of Columbia University Wushu, New York City’s largest collegiate martial arts club. We host public practices, organize performances, and attend both regional and national Wushu competitions. Our work is shown on our website, columbiawushu.org, and our instagram page, @columbiawushu. The events our club hosts are organized by undergraduate students alone; students seeking to empower our university’s community, and enable the student body to engage with Asian culture. 

Last year, Columbia Wushu hosted our first annual showcase, which hosted 5+ other performing-arts clubs, boasted a Red Bull sponsorship, and garnered over 200+ student body attendees. This year, Columbia Wushu, along with Columbia Lion Dance, are starting the year off strong by organizing a workshop on 10/25 at 3:00 PM in Columbia Sundial meant to teach new and interested individuals the fundamentals of Wushu and Lion Dancing. In order to expand and incentivize engagement with the student body, we are kindly asking for your support in the form of <dynamic>refreshments, or promotional materials; beauty samples, branded accessories, and more.</dynamic>

<dynamic>We felt compelled to reach out to you not only because our members enjoy your natural skincare products, but also because we deeply admire Innisfree's commitment to harnessing the power of nature and sustainable beauty, values which resonate strongly with our club’s.</dynamic> If this event aligns with Innisfree’s mission, then it’s an amazing opportunity to connect with a strong undergraduate community in New York. Any level of help would meaningfully expand outreach to Asian culture on our campus. 

In return, we’ll deliver clear impact and visibility:

Recognition: Acknowledgment of your brand on event banners (within reserved venues), following Columbia branding policies.

Touchpoint: Direct communication with Columbia University’s largest martial arts club.

Shoutouts: Mentions across our social media and newsletters.

Special Opportunities: Invitations to attend our performances as guests of honor.

Any other mutually agreed promotional synergy.

If this aligns with Innisfree's mission, I’d love to schedule a brief call. Thank you for considering a partnership that would directly reduce barriers and increase outreach. We believe this collaboration could deliver a meaningful impact, for both your organization and our student community.

Warm regards,
Richard Li

rjl2194@columbia.edu | Vice President, Columbia Wushu Club | IG: @columbiawushu
",Innisfree,http://www.innisfree.com/
